Index,job_title,mean_sal_est,company,Location,State,col_state,Headquarters,Size,Founded,Industry
535,Data Analyst,$79 ,Eleven Recruiting - CHURN,"Los Angeles, CA",CA,102.9,-1,-1,-1,-1
536,Data Analyst,$79 ,"Robert Half
3.5","El Segundo, CA",CA,102.9,"Menlo Park, CA",10000+ employees,1948,Staffing & Outsourcing
537,Data Analyst – Finance,$79 ,"Radiology Partners
3.2","El Segundo, CA",CA,102.9,"El Segundo, CA",1001 to 5000 employees,2012,Health Care Services & Hospitals
538,Data Analyst,$79 ,"PeerStreet
4.7","El Segundo, CA",CA,102.9,"El Segundo, CA",51 to 200 employees,-1,Real Estate
539,Data Analyst,$79 ,"PlayQ
4.7","Santa Monica, CA",CA,102.9,"Santa Monica, CA",51 to 200 employees,2007,Video Games
540,Data Analyst,$79 ,"Lucky Day
4.0","Los Angeles, CA",CA,102.9,"Los Angeles, CA",1 to 50 employees,2014,Internet
541,Data and Reporting Analyst,$79 ,"Didi Hirsch Mental Health Services
3.4","Inglewood, CA",CA,102.9,"Culver City, CA",201 to 500 employees,1944,Health Care Services & Hospitals
1662,"Data Analyst, Law Enforcement Response Team",$79 ,"Facebook
4.5","Austin, TX",TX,89.1,"Menlo Park, CA",10000+ employees,2004,Internet
1663,Data Lineage Analyst,$79 ,"Tech Firefly
4.5","Austin, TX",TX,89.1,"Santa Clara, CA",51 to 200 employees,2016,IT Services
1664,Data Analyst II,$79 ,"Superior HealthPlan
3.3","Austin, TX",TX,89.1,"Austin, TX",1001 to 5000 employees,1999,Health Care Services & Hospitals
1665,Data Analyst II,$79 ,"Texas Facilities Commission
4.6","Austin, TX",TX,89.1,"Austin, TX",501 to 1000 employees,-1,State & Regional Agencies
1666,Data Analyst V,$79 ,"Texas Health & Human Services Commission
2.8","Austin, TX",TX,89.1,"Austin, TX",10000+ employees,1912,State & Regional Agencies
1667,9-1-1 Data Analyst,$79 ,911 Datamaster Inc,"Austin, TX",TX,89.1,"Overland Park, KS",1 to 50 employees,-1,Computer Hardware & Software
1668,Data Migration Analyst,$79 ,"Q2eBanking
3.2","Austin, TX",TX,89.1,"Austin, TX",1001 to 5000 employees,2004,Investment Banking & Asset Management
1669,Technical Data Analyst,$79 ,"Allegan General Hospital
3.7","Austin, TX",TX,89.1,"Allegan, MI",201 to 500 employees,1938,-1
1670,Junior Data Analyst,$79 ,"Santanna Energy Services
2.6","Austin, TX",TX,89.1,"Austin, TX",1 to 50 employees,1988,Energy
1671,Data Quality Analyst,$79 ,"Healthgrades
2.8","Austin, TX",TX,89.1,"Denver, CO",501 to 1000 employees,1998,Internet
1672,TSDS Data QA Analyst (Data Analyst IV),$79 ,"TEXAS EDUCATION AGENCY
2.8","Austin, TX",TX,89.1,"Austin, TX",501 to 1000 employees,-1,State & Regional Agencies
1673,Data Analyst,$79 ,Cyclex Systems,"Austin, TX",TX,89.1,-1,-1,-1,-1
1674,MDM/Master Data Analyst ( Tibco EBX ),$79 ,"Vsion Technologies Inc
4.4","Austin, TX",TX,89.1,"Cedar Park, TX",51 to 200 employees,-1,IT Services
1675,Senior Cloud Data Analyst,$79 ,"NVIDIA
4.6","Austin, TX",TX,89.1,"Santa Clara, CA",10000+ employees,1993,Computer Hardware & Software
1676,Data Analyst/Data Entry/Federal Data Entry/Data Specialist,$79 ,"ARK Solutions, Inc.
3.9","Austin, TX",TX,89.1,"Gainesville, VA",1 to 50 employees,2015,Consulting
1677,Data Analyst III,$79 ,"Texas Health & Human Services Commission
2.8","Austin, TX",TX,89.1,"Austin, TX",10000+ employees,1912,State & Regional Agencies
1678,Data Analyst II,$79 ,"Centene Corporation
3.3","Austin, TX",TX,89.1,"Saint Louis, MO",10000+ employees,1984,Insurance Carriers
1679,Data Analyst / Data Management /ETL / Talend /Alteryx,$79 ,"Avacend, Inc.
2.5","Austin, TX",TX,89.1,"Alpharetta, GA",51 to 200 employees,-1,Staffing & Outsourcing
1680,Celonis Data Engineer & Analyst,$79 ,SNIPEBRIDGE,"Austin, TX",TX,89.1,"Plano, TX",Unknown,-1,-1
1681,Data Analyst,$79 ,"Avacend, Inc.
2.5","Austin, TX",TX,89.1,"Alpharetta, GA",51 to 200 employees,-1,Staffing & Outsourcing
1682,Senior Data Analyst,$79 ,"Bazaarvoice
3.7","Austin, TX",TX,89.1,"Austin, TX",501 to 1000 employees,2005,Enterprise Software & Network Solutions
1683,Senior Claims Data Analyst,$79 ,"MedSeek
2.6","Austin, TX",TX,89.1,"Hoover, AL",51 to 200 employees,1996,Computer Hardware & Software
1684,Associate SalesForce.com Data Steward & Analyst,$79 ,"Gemalto
3.3","Austin, TX",TX,89.1,"Amsterdam, Netherlands",10000+ employees,2006,Computer Hardware & Software
1685,Lead Data Analyst,$79 ,"Lawnstarter
3.8","Austin, TX",TX,89.1,"Austin, TX",1 to 50 employees,-1,Internet
1686,Financial Controller / Data Analyst / Spreadsheet Superstar,$79 ,VIAHART,"Austin, TX",TX,89.1,-1,-1,-1,-1
1687,Senior Data Analyst,$79 ,"CloudFlare
3.7","Austin, TX",TX,89.1,"San Francisco, CA",1001 to 5000 employees,2010,Internet
2211,Lead HR & Data Governance Analyst,$79 ,"CenturyLink
3.0","Broomfield, CO",CO,118.7,"Monroe, LA",10000+ employees,1930,"Cable, Internet & Telephone Providers"
2212,Data Base Programmer/Analyst,$79 ,"22nd Century Technologies
3.7","Denver, CO",CO,118.7,"Somerset, NJ",1001 to 5000 employees,1997,IT Services
2213,"Data Analyst 3, Customer Experience",$79 ,"Comcast
3.6","Centennial, CO",CO,118.7,"Philadelphia, PA",10000+ employees,1963,-1
2214,Data Base Programmer/Analyst,$79 ,"Avacend, Inc.
2.5","Denver, CO",CO,118.7,"Alpharetta, GA",51 to 200 employees,-1,Staffing & Outsourcing
2215,Sr. Data Analyst,$79 ,"WellDyneRx LLC
3.5","Englewood, CO",CO,118.7,"Lakeland, FL",501 to 1000 employees,1990,Health Care Services & Hospitals
2216,Actuarial Data & Visualization Analyst,$79 ,"DW Simpson
4.2","Denver, CO",CO,118.7,"Chicago, IL",51 to 200 employees,1989,Staffing & Outsourcing
2217,Technical Data Analyst - X,$79 ,"Source of Future Technology Inc
4.1","Denver, CO",CO,118.7,"New York, NY",1 to 50 employees,1981,Computer Hardware & Software
2218,"Data Analytics, Senior Analyst",$79 ,"Kaiser Permanente
4.0","Aurora, CO",CO,118.7,"Oakland, CA",10000+ employees,1945,Health Care Services & Hospitals
2219,Financial Data Analyst,$79 ,"Black Knight Financial Services
2.9","Lakewood, CO",CO,118.7,"Jacksonville, FL",5001 to 10000 employees,2013,IT Services
2220,"MDG Functional Data Analyst-Greenwood Village, CO",$79 ,"Georgia IT Inc.
5.0","Greenwood Village, Arapahoe, CO",CO,118.7,"Alpharetta, GA",1 to 50 employees,-1,-1
2221,Data Analyst Junior,$79 ,"Staffigo Technical Services, LLC
5.0","Denver, CO",CO,118.7,"Woodridge, IL",51 to 200 employees,2008,IT Services
2222,Data Security Analyst,$79 ,"22nd Century Staffing
4.3","Denver, CO",CO,118.7,"McLean, VA",51 to 200 employees,-1,Staffing & Outsourcing
2223,"Data Analyst - Aurora, IL",$79 ,"Signature Retail Services
2.6","Aurora, CO",CO,118.7,"Aurora, IL",501 to 1000 employees,1991,Home Centers & Hardware Stores
2224,Data Security Analyst,$79 ,"Mavensoft Technologies, LLC.
4.1","Denver, CO",CO,118.7,"Beaverton, OR",1 to 50 employees,-1,IT Services
2225,Sr Data Analyst,$79 ,"Global Healthcare Exchange
3.7","Louisville, CO",CO,118.7,"Louisville, CO",501 to 1000 employees,2000,Enterprise Software & Network Solutions
2226,Data Analyst - Junior,$79 ,"Staffigo Technical Services, LLC
5.0","Denver, CO",CO,118.7,"Woodridge, IL",51 to 200 employees,2008,IT Services
2227,Data Base Programmer/Analyst,$79 ,"V.L.S. Systems
3.3","Denver, CO",CO,118.7,"Chantilly, VA",201 to 500 employees,2006,Consulting
2228,Senior Business/Data Analyst,$79 ,"TechUSA
2.7","Englewood, CO",CO,118.7,"Millersville, MD",1001 to 5000 employees,1998,Staffing & Outsourcing
2229,Application Data Analyst,$79 ,"Apex Systems
3.8","Greenwood Village, Arapahoe, CO",CO,118.7,"Glen Allen, VA",1001 to 5000 employees,1995,Staffing & Outsourcing
2230,Data Analyst-(Remote- All across US),$79 ,"CenturyLink
3.0","Broomfield, CO",CO,118.7,"Monroe, LA",10000+ employees,1930,"Cable, Internet & Telephone Providers"
2231,Sr Data Analyst,$79 ,"GHX
2.8","Louisville, CO",CO,118.7,"Houston, TX",501 to 1000 employees,1937,Wholesale
2232,Business Data Analyst III - RQS 2018,$79 ,"Avacend, Inc.
2.5","Denver, CO",CO,118.7,"Alpharetta, GA",51 to 200 employees,-1,Staffing & Outsourcing
2233,Configuration & Data Management Analyst,$79 ,"Lockheed Martin
3.8","Littleton, CO",CO,118.7,"Bethesda, MD",10000+ employees,1995,Aerospace & Defense
2234,"Data Analyst 3, Customer Experience - Centennial",$79 ,"Comcast
3.6","Englewood, CO",CO,118.7,"Philadelphia, PA",10000+ employees,1963,-1
2235,Data Base Programmer/Analyst,$79 ,"22nd Century Staffing
4.3","Denver, CO",CO,118.7,"McLean, VA",51 to 200 employees,-1,Staffing & Outsourcing
2236,Senior Health Data Analyst (SAS),$79 ,"Telligen
3.6","Greenwood Village, Arapahoe, CO",CO,118.7,"West Des Moines, IA",501 to 1000 employees,1972,Health Care Services & Hospitals
2237,ColdFusion Development Data Analyst -Remote,$79 ,"ClientSolv Technologies
3.3","Greenwood Village, Arapahoe, CO",CO,118.7,"Greenwood Village, CO",51 to 200 employees,1994,IT Services
2122,Security Data Analyst -CTJ,$78 ,"Microsoft Corporation
4.3","Redmond, WA",WA,111.6,"Redmond, WA",10000+ employees,1975,Computer Hardware & Software
2123,Engines Configuration and Data Management Analyst,$78 ,"Protingent
4.4","Kent, WA",WA,111.6,"Bellevue, WA",51 to 200 employees,2001,Staffing & Outsourcing
2124,"Data Standards Analyst in Seattle, Washington | Careers at Fred Hutchinson Cancer Research Center",$78 ,"Fred Hutch
3.9","Seattle, WA",WA,111.6,"Seattle, WA",1001 to 5000 employees,1975,Social Assistance
2125,Data Analyst,$78 ,"eTeam Inc.
3.7","Kirkland, WA",WA,111.6,"South Plainfield, NJ",51 to 200 employees,1999,Staffing & Outsourcing
2126,Bilingual Senior Data Analyst (Japanese / English),$78 ,"Nintendo
4.0","Redmond, WA",WA,111.6,"Kyoto, Japan",5001 to 10000 employees,-1,Video Games
2127,Security Data Analyst,$78 ,Amazon Corporate LLC,"Seattle, WA",WA,111.6,-1,-1,-1,-1
2128,Data Analyst/Developer,$78 ,"eTeam Inc.
3.7","Redmond, WA",WA,111.6,"South Plainfield, NJ",51 to 200 employees,1999,Staffing & Outsourcing
2129,Information Security Analyst - Data Loss Prevention,$78 ,"Costco Wholesale Corporation
4.0","Issaquah, WA",WA,111.6,"Issaquah, WA",10000+ employees,1976,General Merchandise & Superstores
2130,Data Analyst/PM (German),$78 ,"Zen3 Infosolutions America Inc
3.6","Redmond, WA",WA,111.6,"Hyderabad, India",1001 to 5000 employees,2016,Computer Hardware & Software
2131,Partner Training Data Analyst,$78 ,Amazon Corporate LLC,"Seattle, WA",WA,111.6,-1,-1,-1,-1
2132,Senior Data Analyst and Applied Scientist,$78 ,"Microsoft Corporation
4.3","Redmond, WA",WA,111.6,"Redmond, WA",10000+ employees,1975,Computer Hardware & Software
2133,Senior Data Analyst : 20,$78 ,"Akraya Inc.
4.6","Seattle, WA",WA,111.6,"Santa Clara, CA",51 to 200 employees,2001,Staffing & Outsourcing
2134,Security Data Analyst -CTJ with Security Clearance,$78 ,"Microsoft Corporation
4.3","Redmond, WA",WA,111.6,"Redmond, WA",10000+ employees,1975,Computer Hardware & Software
2135,Data Analyst Junior,$78 ,"Staffigo Technical Services, LLC
5.0","Seattle, WA",WA,111.6,"Woodridge, IL",51 to 200 employees,2008,IT Services
2136,Sr. Data Analyst,$78 ,"Serverlogic
3.5","Seattle, WA",WA,111.6,"Tigard, OR",1 to 50 employees,1992,IT Services
2137,Configuration/Data Management Analyst,$78 ,"NuWest Group
4.2","Kent, WA",WA,111.6,"Bellevue, WA",51 to 200 employees,1990,Staffing & Outsourcing
2138,Healthcare Business and Data Analyst,$78 ,Jon French / TechTalent Services,"Seattle, WA",WA,111.6,-1,-1,-1,-1
2139,Big Data Quality Analyst/Hadoop Testing analyst/ Hadoop Tester,$78 ,"Resource Informatics Group
4.6","Seattle, WA",WA,111.6,"Irving, TX",1 to 50 employees,2012,IT Services
2140,Product Marketing & Business/Data Analyst,$78 ,Ostendo Solutions,"Seattle, WA",WA,111.6,-1,-1,-1,-1
2141,Sr MDM Data Analyst (NOT A DEVELOPER),$78 ,"W3Global
4.5","Seattle, WA",WA,111.6,"Frisco, TX",201 to 500 employees,2006,Staffing & Outsourcing
2142,"Senior Data Analyst, Tax Technology (Level 6)",$78 ,Amazon Corporate LLC,"Seattle, WA",WA,111.6,-1,-1,-1,-1
2143,BI/Data Analyst- Configuration Lead,$78 ,"Xoriant Corporation
3.6","Kirkland, WA",WA,111.6,"Sunnyvale, CA",1001 to 5000 employees,1990,IT Services
2144,Active Directory Data Migration Analyst,$78 ,"Kelly IT
3.4","Seattle, WA",WA,111.6,-1,501 to 1000 employees,-1,Staffing & Outsourcing
2145,Sr. Research Data Analyst,$78 ,"Johns Hopkins University
4.1","Seattle, WA",WA,111.6,"Baltimore, MD",10000+ employees,1876,Colleges & Universities
2146,Configuration and Data Management Analyst,$78 ,"Protingent Staffing
4.4","Renton, WA",WA,111.6,"Bellevue, WA",51 to 200 employees,2001,Staffing & Outsourcing
2147,Sr. Business/Data Analyst,$78 ,Amazon Corporate LLC,"Seattle, WA",WA,111.6,-1,-1,-1,-1
2148,"Senior Data Analyst, Tax Technology",$78 ,Amazon Corporate LLC,"Seattle, WA",WA,111.6,-1,-1,-1,-1
750,Data Analyst,$78 ,"UST Global
4.2","Chicago, IL",IL,83.5,"Aliso Viejo, CA",10000+ employees,1999,IT Services
751,Lead Data Analyst,$78 ,"First Stop Health
4.6","Chicago, IL",IL,83.5,"Chicago, IL",1 to 50 employees,2011,Health Care Services & Hospitals
752,Manufacturing Data Analyst,$78 ,"MeadWestVaco
3.2","Woodridge, IL",IL,83.5,"Atlanta, GA",10000+ employees,2015,Miscellaneous Manufacturing
753,Data Analyst,$78 ,"Care Advisors Inc
3.5","Chicago, IL",IL,83.5,"Chicago, IL",1 to 50 employees,-1,Computer Hardware & Software
754,Data Analyst,$78 ,"Ann & Robert H. Lurie Children's Hospital of Chicago
3.7","Chicago, IL",IL,83.5,"Chicago, IL",1001 to 5000 employees,2012,Health Care Services & Hospitals
755,Data Analyst,$78 ,"TEKsystems, Inc
3.9","Chicago, IL",IL,83.5,"Hanover, MD",1001 to 5000 employees,1983,Staffing & Outsourcing
756,Data Analyst Intern,$78 ,MT Global US INC,"Chicago, IL",IL,83.5,"Gardena, CA",1 to 50 employees,-1,-1
757,Senior Data Analyst,$78 ,"HNI
3.4","Chicago, IL",IL,83.5,"Muscatine, IA",5001 to 10000 employees,1944,Consumer Products Manufacturing
758,Data Analyst,$78 ,"SkySource Solutions
4.1","Downers Grove, IL",IL,83.5,"Berea, OH",1 to 50 employees,2017,Staffing & Outsourcing
759,Junior Data Analyst,$78 ,"Staffigo Technical Services, LLC
5.0","Chicago, IL",IL,83.5,"Woodridge, IL",51 to 200 employees,2008,IT Services
760,Senior Data Analyst,$78 ,"Flexport
3.5","Chicago, IL",IL,83.5,"San Francisco, CA",1001 to 5000 employees,2013,Logistics & Supply Chain
761,Data Analyst,$78 ,"Randstad
3.7","Downers Grove, IL",IL,83.5,"Atlanta, GA",1001 to 5000 employees,-1,Staffing & Outsourcing
762,Public Health Data Visualization Analyst,$78 ,"Lantana Consulting Group
4.0","Chicago, IL",IL,83.5,"East Thetford, VT",1 to 50 employees,-1,Consulting
763,Data Operations Analyst,$78 ,"PDI
3.5","Chicago, IL",IL,83.5,"KIRKLAND, Canada",51 to 200 employees,2007,-1
764,Data Analyst,$78 ,"Level Ex, Inc.
3.6","Chicago, IL",IL,83.5,"Chicago, IL",51 to 200 employees,2015,Video Games
765,Data Quality Analyst,$78 ,"Chicago Teachers Pension Fund
3.0","Chicago, IL",IL,83.5,"Chicago, IL",201 to 500 employees,-1,Municipal Governments
766,Marketing Data Analyst,$78 ,Show Me Leads,"Chicago, IL",IL,83.5,-1,-1,-1,-1
767,Senior Data Analyst,$78 ,Leap,"Chicago, IL",IL,83.5,"Chicago, IL",Unknown,-1,-1
768,Data Analyst,$78 ,"Diverse Lynx
3.9","Chicago, IL",IL,83.5,"Princeton, NJ",501 to 1000 employees,2002,IT Services
769,Data Analyst,$78 ,"Staffigo Technical Services, LLC
5.0","Chicago, IL",IL,83.5,"Woodridge, IL",51 to 200 employees,2008,IT Services
770,Provider Analytics Data Analyst,$78 ,"CRS Group
4.7","Chicago, IL",IL,83.5,"Itasca, IL",51 to 200 employees,1994,Staffing & Outsourcing
771,CSI Data Analyst,$78 ,"Chicago Public Schools
3.5","Chicago, IL",IL,83.5,"Chicago, IL",10000+ employees,1883,K-12 Education
772,Outsights Data Analyst,$78 ,"Tempus Labs
3.2","Chicago, IL",IL,83.5,"Chicago, IL",501 to 1000 employees,2015,Biotech & Pharmaceuticals
773,Data Analyst,$78 ,TalentDash,"Chicago, IL",IL,83.5,"Chicago, IL",1 to 50 employees,-1,-1
774,Provider Analytics Data Analyst,$78 ,"VIVA USA INC
4.6","Chicago, IL",IL,83.5,"Rolling Meadows, IL",51 to 200 employees,1996,IT Services
775,Senior Data Analyst,$78 ,"360pi
4.2","Chicago, IL",IL,83.5,"Ottawa, Canada",1 to 50 employees,-1,Enterprise Software & Network Solutions
776,Data Governance Analyst,$78 ,"TEKsystems, Inc
3.9","Chicago, IL",IL,83.5,"Hanover, MD",1001 to 5000 employees,1983,Staffing & Outsourcing
777,Senior Data Analyst,$78 ,"Leap
3.9","Chicago, IL",IL,83.5,"New Haven, CT",51 to 200 employees,1991,Social Assistance
778,"Senior Data Analyst, Business Intelligence",$78 ,"Braviant Holdings
4.8","Chicago, IL",IL,83.5,"Chicago, IL",51 to 200 employees,2014,Lending
868,Data Governance and Analytics Analyst,$78 ,"TechUSA
2.7","Chicago, IL",IL,83.5,"Millersville, MD",1001 to 5000 employees,1998,Staffing & Outsourcing
869,R & Python / Sr. Information Data Analyst,$78 ,Kbyte Systems LLC.,"Chicago, IL",IL,83.5,-1,-1,-1,-1
870,Clinical Practice Data Analyst Specialist (Clinical Research Data Manager) - Mile Square Main,$78 ,"University of Illinois Hospital & Health Sciences System
3.3","Chicago, IL",IL,83.5,"Chicago, IL",1001 to 5000 employees,1859,Health Care Services & Hospitals
871,Lead Data Analyst,$78 ,"Centene Corporation
3.3","Chicago, IL",IL,83.5,"Saint Louis, MO",10000+ employees,1984,Insurance Carriers
872,Clinical Practice Data Analyst Specialist,$78 ,"University of Illinois at Chicago
4.1","Chicago, IL",IL,83.5,"Chicago, IL",Unknown,1982,Colleges & Universities
873,Sr. Business Analyst Data Privacy,$78 ,"RiverPoint
2.8","Chicago, IL",IL,83.5,"Pittsburgh, PA",1 to 50 employees,2013,Advertising & Marketing
874,SAS Analyst / Data Analytics /Sr. information Data Analyst,$78 ,Kbyte Systems LLC.,"Chicago, IL",IL,83.5,-1,-1,-1,-1
875,IT Risk and Compliance Data Reporting Analyst,$78 ,TalentDash,"Chicago, IL",IL,83.5,"Singapore, Singapore",1 to 50 employees,2014,Enterprise Software & Network Solutions
876,Analyst IV Systems - Data Engineering,$78 ,"Retail Business Services, LLC
3.9","Chicago, IL",IL,83.5,"Salisbury, NC",1001 to 5000 employees,-1,Food & Beverage Stores
877,Data Analyst Alteryx Experience MUST,$78 ,"22nd Century Technologies
3.7","Chicago, IL",IL,83.5,"Somerset, NJ",1001 to 5000 employees,1997,IT Services
878,Sr. Business Analyst Data Privacy,$78 ,"RiverPoint
3.8","Chicago, IL",IL,83.5,"Des Plaines, IL",1 to 50 employees,1988,Accounting
879,SAS Data Analyst,$78 ,"Lorven Technologies Inc
4.0","Arlington Heights, IL",IL,83.5,"Plainsboro, NJ",1 to 50 employees,-1,Accounting
880,Business Systems Analyst III - Data Engineering(Lead Product Owner),$78 ,"Walgreens
3.0","Deerfield, IL",IL,83.5,"Deerfield, IL",10000+ employees,1901,Drug & Health Stores
881,Sr. Data Governance Business Analyst,$78 ,Carnegie Soft,"Chicago, IL",IL,83.5,-1,-1,-1,-1
882,Data Scientist Sr. - Conversation Designer & NLP Analyst,$78 ,"PNC Financial Services Group
3.4","Downers Grove, IL",IL,83.5,"Pittsburgh, PA",10000+ employees,1845,Banks & Credit Unions
883,Data analyst with Bigdata,$78 ,"Lorven Technologies Inc
4.0","Chicago, IL",IL,83.5,"Plainsboro, NJ",1 to 50 employees,-1,Accounting
1853,Data Analyst - Metadata Analyst,$76 ,"Collabera
4.1","Fort Mill, SC",SC,101.7,"Basking Ridge, NJ",10000+ employees,1991,IT Services
1854,Business Data Analyst,$76 ,"PCR Staffing
5.0","Huntersville, NC",NC,103.3,"Charlotte, NC",1 to 50 employees,-1,Computer Hardware & Software
1855,Senior Data Analyst,$76 ,"Randstad
3.6","Charlotte, NC",NC,103.3,"Atlanta, GA",1001 to 5000 employees,-1,Staffing & Outsourcing
1856,Senior Business Analyst / Data Analyst,$76 ,"Kforce
4.1","Charlotte, NC",NC,103.3,"Tampa, FL",10000+ employees,1966,Staffing & Outsourcing
1857,Data Visualization Analyst - N.,$76 ,"Vaco Technology
3.3","Charlotte, NC",NC,103.3,"Brentwood, TN",501 to 1000 employees,2002,Consulting
1858,Application Programmer V/ Senior Data Analyst,$76 ,"DATA Inc.
4.3","Charlotte, NC",NC,103.3,"Montvale, NJ",501 to 1000 employees,1983,IT Services
1859,Trust Application Data Analyst,$76 ,"Infovisa, Inc.
2.3","Charlotte, NC",NC,103.3,"Cornelius, NC",1 to 50 employees,-1,Computer Hardware & Software
