,Job Title,Salary Estimate,Rating,Company Name,Location,State,Headquarters,Size,Founded,Industry,Sector,Revenue
2052,BI Data Analyst - Tibco & Spotfire,$47K-$74K (Glassdoor est.),3.4,"Incedo Inc
3.4","South San Francisco, CA",CA,"Iselin, NJ",1001 to 5000 employees,2012,IT Services,Information Technology,$100 to $500 million (USD)
2053,Data Analyst - Life Sciences,$47K-$74K (Glassdoor est.),3.1,"I.T. Solutions, Inc.
3.1","Foster City, CA",CA,"Monmouth Junction, NJ",201 to 500 employees,-1,IT Services,Information Technology,Unknown / Non-Applicable
2054,Sr. Data Analyst( Healthcare),$47K-$74K (Glassdoor est.),4.6,"Ascent
4.6","Alameda, CA",CA,"Concord, CA",1001 to 5000 employees,2000,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
2055,Senior Data Analyst - Health Care Innovation,$47K-$74K (Glassdoor est.),3.4,"Impaq International, Llc
3.4","Oakland, CA",CA,"Columbia, MD",201 to 500 employees,2001,Consulting,Business Services,$50 to $100 million (USD)
2056,Technical Business Analyst with SQL Data Specialist,$47K-$74K (Glassdoor est.),3,"Central Business Solutions, Inc
3.0","Walnut Creek, CA",CA,"Fremont, CA",51 to 200 employees,-1,Consulting,Business Services,$5 to $10 million (USD)
2057,Lead Data Engineer (Capital Markets Business Analyst 2),$47K-$74K (Glassdoor est.),3.6,"Wells Fargo
3.6","San Francisco, CA",CA,"San Francisco, CA",10000+ employees,1852,Banks & Credit Unions,Finance,$10+ billion (USD)
2058,Data and Policy Analyst - Writer/Coordinator,$47K-$74K (Glassdoor est.),3.2,"Acumen
3.2","Burlingame, CA",CA,"Burlingame, CA",201 to 500 employees,1996,Federal Agencies,Government,$10 to $25 million (USD)
2059,Master Data Management (MDM) - Business Systems Analyst,$47K-$74K (Glassdoor est.),3.4,"Saama Technologies Inc
3.4","South San Francisco, CA",CA,"Campbell, CA",501 to 1000 employees,1997,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
2060,"Sr. BI Data Analyst (with Spotfire Exp & Bio/Pharma/Clinical Industry)-South San Francisco, California (W2)",$47K-$74K (Glassdoor est.),3.8,"Epikso
3.8","South San Francisco, CA",CA,"Pleasant Hill, CA",51 to 200 employees,2015,Research & Development,Business Services,Unknown / Non-Applicable
2061,Senior Business Technology Analyst - MDM / Data Management,$47K-$74K (Glassdoor est.),3,"ZS Associates, Inc.
3.0","San Francisco, CA",CA,"Evanston, IL",5001 to 10000 employees,-1,-1,-1,Unknown / Non-Applicable
2062,Senior SAS Data Analyst,$47K-$74K (Glassdoor est.),4.6,"The Ascent Services Group
4.6","San Ramon, CA",CA,"Concord, CA",1001 to 5000 employees,2000,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
2063,Lead Data Analyst,$47K-$74K (Glassdoor est.),3,"The Accuro Group
3.0","San Francisco, CA",CA,"Raleigh, NC",201 to 500 employees,2003,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
2064,Cybersecurity Analyst (Payment Card Industry Data Security Standards (PCI-DSS)),$47K-$74K (Glassdoor est.),3.7,"City and County of San Francisco
3.7","San Francisco, CA",CA,"San Francisco, CA",5001 to 10000 employees,-1,Federal Agencies,Government,Unknown / Non-Applicable
2065,Business Analyst with Data Loss Prevention (DLP) Concepts,$47K-$74K (Glassdoor est.),3.8,"Epikso Inc
3.8","Foster City, CA",CA,"Pleasant Hill, CA",51 to 200 employees,2015,Research & Development,Business Services,Unknown / Non-Applicable
2066,"Sr. Analyst, Financial Data and Reporting",$47K-$74K (Glassdoor est.),3.6,"Central Garden & Pet Company
3.6","Walnut Creek, CA",CA,"Walnut Creek, CA",1001 to 5000 employees,1980,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD)
2067,"Lead Data Analyst, Product",$47K-$74K (Glassdoor est.),-1,Chime Bank,"San Francisco, CA",CA,-1,-1,-1,-1,-1,-1
2068,Business Analyst II (Scientific Business Analyst PreClinical Data),$47K-$74K (Glassdoor est.),4.6,"Ascent
4.6","South San Francisco, CA",CA,"Concord, CA",1001 to 5000 employees,2000,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
2069,Sr. Process Analyst - Data Privacy Project,$47K-$74K (Glassdoor est.),4.6,"The Ascent Services Group
4.6","San Rafael, CA",CA,"Concord, CA",1001 to 5000 employees,2000,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
2070,Data Analyst-IT II,$47K-$74K (Glassdoor est.),4.1,"APN Software Services Inc.
4.1","Redwood City, CA",CA,"Newark, CA",51 to 200 employees,-1,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
2071,Senior Financial Systems Analyst / Business Intelligence Data Modeler,$47K-$74K (Glassdoor est.),-1,Franklin Resources,"San Mateo, CA",CA,"Worthington, OH",1 to 50 employees,-1,-1,-1,Unknown / Non-Applicable
2072,Sr. Data Analysts (Banking Domain),$47K-$74K (Glassdoor est.),5,"Concept Software & Services Inc
5.0","San Francisco, CA",CA,"Alpharetta, GA",1 to 50 employees,1998,Consulting,Business Services,$1 to $5 million (USD)
2073,Data Analyst,$34K-$61K (Glassdoor est.),3.2,"Allied Solutions
3.2","Carmel, IN",IN,"Carmel, IN",1001 to 5000 employees,2001,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD)
2074,Healthcare Data Analyst,$34K-$61K (Glassdoor est.),3.3,"Navient
3.3","Indianapolis, IN",IN,"Wilmington, DE",5001 to 10000 employees,2014,Financial Transaction Processing,Finance,$2 to $5 billion (USD)
2075,Data Analyst,$34K-$61K (Glassdoor est.),3.5,"Briljent
3.5","Indianapolis, IN",IN,"Fort Wayne, IN",51 to 200 employees,1998,Consulting,Business Services,$10 to $25 million (USD)
2076,"Data Analyst, Predictive Analytics",$34K-$61K (Glassdoor est.),4.2,"Upper Hand
4.2","Indianapolis, IN",IN,"Indianapolis, IN",1 to 50 employees,2012,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD)
2077,Healthcare Data Analyst,$34K-$61K (Glassdoor est.),2.8,"Vespa Group LLC
2.8","Indianapolis, IN",IN,"Santa Clara, CA",1 to 50 employees,-1,Casual Restaurants,"Restaurants, Bars & Food Services",Less than $1 million (USD)
2078,Data Analyst,$34K-$61K (Glassdoor est.),3.8,"Lilt
3.8","Indianapolis, IN",IN,"San Francisco, CA",51 to 200 employees,2015,Internet,Information Technology,Unknown / Non-Applicable
2079,Data Analyst,$34K-$61K (Glassdoor est.),2.8,"BCforward
2.8","Indianapolis, IN",IN,"Indianapolis, IN",1001 to 5000 employees,1998,IT Services,Information Technology,Less than $1 million (USD)
2080,Junior Data Analyst,$34K-$61K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Indianapolis, IN",IN,"Woodridge, IL",51 to 200 employees,2008,IT Services,Information Technology,$50 to $100 million (USD)
2081,COVID-19 Data Analyst,$34K-$61K (Glassdoor est.),3.6,"Alpha Rae Personnel, Inc.
3.6","Indianapolis, IN",IN,"Fort Wayne, IN",1001 to 5000 employees,-1,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
2082,Business Data Analyst,$34K-$61K (Glassdoor est.),3.6,"The Fountain Group
3.6","Indianapolis, IN",IN,"Tampa, FL",1001 to 5000 employees,2001,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
2083,Junior Data Analyst Python,$34K-$61K (Glassdoor est.),4.2,"Gallega Software Solutions Inc
4.2","Indianapolis, IN",IN,"Alpharetta, GA",1 to 50 employees,-1,-1,-1,Less than $1 million (USD)
2084,IT Data Analyst (Power BI),$34K-$61K (Glassdoor est.),4.6,"Swoon
4.6","Indianapolis, IN",IN,"Chicago, IL",201 to 500 employees,2010,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
2085,Data Analyst,$34K-$61K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Indianapolis, IN",IN,"Woodridge, IL",51 to 200 employees,2008,IT Services,Information Technology,$50 to $100 million (USD)
2086,Local Data Analyst - Clinical,$34K-$61K (Glassdoor est.),3.1,"Keywords Studios
3.1","Indianapolis, IN",IN,"Dublin, Ireland",5001 to 10000 employees,1998,IT Services,Information Technology,$50 to $100 million (USD)
2087,Quality Data Analyst,$34K-$61K (Glassdoor est.),3.5,"Kuehne + Nagel
3.5","Whitestown, IN",IN,"Feusisberg, Switzerland",10000+ employees,1890,Logistics & Supply Chain,Transportation & Logistics,$10+ billion (USD)
2088,Senior Data Analyst,$34K-$61K (Glassdoor est.),4,"CYNET SYSTEMS
4.0","Indianapolis, IN",IN,"Ashburn, VA",501 to 1000 employees,2010,IT Services,Information Technology,$50 to $100 million (USD)
2089,Ending The HIV Epidemic Data Analyst,$34K-$61K (Glassdoor est.),3.4,"Health & Hospital Corporation
3.4","Indianapolis, IN",IN,"Indianapolis, IN",1001 to 5000 employees,1951,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
2090,Senior Data Analyst,$34K-$61K (Glassdoor est.),2.9,"Heartland Payment Systems
2.9","Jeffersonville, IN",IN,"Edmond, OK",1001 to 5000 employees,1997,Financial Transaction Processing,Finance,$2 to $5 billion (USD)
2091,Data Analyst Junior,$34K-$61K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Indianapolis, IN",IN,"Woodridge, IL",51 to 200 employees,2008,IT Services,Information Technology,$50 to $100 million (USD)
2092,Sr. Healthcare Data Analyst,$34K-$61K (Glassdoor est.),3.5,"Franciscan Health
3.5","Beech Grove, IN",IN,"Mishawaka, IN",10000+ employees,1875,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
2093,Sr Data Analyst II,$34K-$61K (Glassdoor est.),2.8,"Vespa Group LLC
2.8","Indianapolis, IN",IN,"Santa Clara, CA",1 to 50 employees,-1,Casual Restaurants,"Restaurants, Bars & Food Services",Less than $1 million (USD)
2094,Operations/Quality Data Analyst,$34K-$61K (Glassdoor est.),4,"Little Raymond's Print Shop
4.0","Lawrence, IN",IN,"Moosic, PA",51 to 200 employees,-1,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable
2095,Sr. IT Data Analyst,$34K-$61K (Glassdoor est.),2.7,"CNO Financial Group
2.7","Carmel, IN",IN,"Carmel, IN",1001 to 5000 employees,1979,Insurance Carriers,Insurance,$2 to $5 billion (USD)
2096,Technical Data Analyst,$35K-$67K (Glassdoor est.),3.3,"Lionbridge
3.3","Redmond, WA",WA,"Waltham, MA",5001 to 10000 employees,1996,IT Services,Information Technology,$500 million to $1 billion (USD)
2097,Senior Product Data Analyst,$35K-$67K (Glassdoor est.),4.3,"Remitly
4.3","Seattle, WA",WA,"Seattle, WA",1001 to 5000 employees,2011,Banks & Credit Unions,Finance,Unknown / Non-Applicable
2098,Business Data Analyst,$35K-$67K (Glassdoor est.),3.3,"Homesite Group
3.3","Seattle, WA",WA,"Boston, MA",1001 to 5000 employees,1997,Insurance Carriers,Insurance,Unknown / Non-Applicable
2099,Data Analyst,$35K-$67K (Glassdoor est.),4.3,"Microsoft Corporation
4.3","Redmond, WA",WA,"Redmond, WA",10000+ employees,1975,Computer Hardware & Software,Information Technology,$10+ billion (USD)
2100,Data Analyst,$35K-$67K (Glassdoor est.),4.6,"Akraya Inc.
4.6","Seattle, WA",WA,"Santa Clara, CA",51 to 200 employees,2001,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
2101,IT Data Analyst,$35K-$67K (Glassdoor est.),3.6,"Washington Federal
3.6","Seattle, WA",WA,"Seattle, WA",1001 to 5000 employees,1917,Banks & Credit Unions,Finance,$500 million to $1 billion (USD)
2102,Data Analyst I,$35K-$67K (Glassdoor est.),3,"SureCritic
3.0","Seattle, WA",WA,"Seattle, WA",1 to 50 employees,-1,Research & Development,Business Services,Less than $1 million (USD)
2103,Business Data Analyst - Marketing,$35K-$67K (Glassdoor est.),4,"Costco Wholesale Corporation
4.0","Issaquah, WA",WA,"Issaquah, WA",10000+ employees,1976,General Merchandise & Superstores,Retail,$10+ billion (USD)
2104,Business/Data Analyst,$35K-$67K (Glassdoor est.),3.5,"TechDigital Corporation
3.5","Seattle, WA",WA,"Burnsville, MN",51 to 200 employees,2008,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
2105,Demand Response (DR) and Customer Success (CSM) BI and Data Analyst,$35K-$67K (Glassdoor est.),4.3,"Microsoft Corporation
4.3","Redmond, WA",WA,"Redmond, WA",10000+ employees,1975,Computer Hardware & Software,Information Technology,$10+ billion (USD)
2106,Data Analyst,$35K-$67K (Glassdoor est.),-1,Rainier Valley Leadership Academy,"Seattle, WA",WA,-1,-1,-1,-1,-1,-1
2107,Data Development Analyst~,$35K-$67K (Glassdoor est.),4,"Costco Wholesale Corporation
4.0","Issaquah, WA",WA,"Issaquah, WA",10000+ employees,1976,General Merchandise & Superstores,Retail,$10+ billion (USD)
2108,Data Analyst,$35K-$67K (Glassdoor est.),3.7,"LendingTree, LLC.
3.7","Seattle, WA",WA,"Charlotte, NC",1001 to 5000 employees,1996,Lending,Finance,$500 million to $1 billion (USD)
2109,Data Analyst II,$35K-$67K (Glassdoor est.),2.9,"Blue Origin
2.9","Kent, WA",WA,"Kent, WA",1001 to 5000 employees,2000,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD)
2110,Junior Data Analyst,$35K-$67K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Seattle, WA",WA,"Woodridge, IL",51 to 200 employees,2008,IT Services,Information Technology,$50 to $100 million (USD)
2111,Junior Data Analyst,$35K-$67K (Glassdoor est.),4.7,"Resource Logistics, Inc.
4.7","Redmond, WA",WA,"Edison, NJ",51 to 200 employees,1997,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD)
2112,Data Analyst,$35K-$67K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Seattle, WA",WA,"Woodridge, IL",51 to 200 employees,2008,IT Services,Information Technology,$50 to $100 million (USD)
2113,"Data Analyst II, QA",$35K-$67K (Glassdoor est.),4.2,"iSpot.tv, Inc.
4.2","Bellevue, WA",WA,"Bellevue, WA",51 to 200 employees,-1,-1,-1,Unknown / Non-Applicable
2114,Data Analyst - Revenue Assurance,$35K-$67K (Glassdoor est.),3.2,"Subex
3.2","Bellevue, WA",WA,"Bengaluru, India",501 to 1000 employees,1992,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD)
2115,Data Standards Analyst,$35K-$67K (Glassdoor est.),3.9,"Fred Hutch
3.9","Seattle, WA",WA,"Seattle, WA",1001 to 5000 employees,1975,Social Assistance,Non-Profit,$100 to $500 million (USD)
2116,DATA ANALYST,$35K-$67K (Glassdoor est.),3.8,"Synaptein Solutions Inc.
3.8","Seattle, WA",WA,"Chantilly, VA",1 to 50 employees,-1,Accounting,Accounting & Legal,Less than $1 million (USD)
2117,Data Analyst,$35K-$67K (Glassdoor est.),2.9,"Wipro Ltd.
2.9","Redmond, WA",WA,"Bengaluru, India",10000+ employees,1945,IT Services,Information Technology,$5 to $10 billion (USD)
2118,Business Data Analyst,$35K-$67K (Glassdoor est.),3,"Intelliswift Software Inc
3.0","Seattle, WA",WA,"Newark, CA",201 to 500 employees,1998,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
2119,Data Analyst,$35K-$67K (Glassdoor est.),3.4,"Kelly IT
3.4","Renton, WA",WA,-1,501 to 1000 employees,-1,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
2120,Data Technician/Analyst/Specialist,$35K-$67K (Glassdoor est.),3.5,"Leo Tech, LLC
3.5","Seattle, WA",WA,"Singapore, Singapore",51 to 200 employees,-1,-1,-1,Unknown / Non-Applicable
2121,Senior Data Analyst,$35K-$67K (Glassdoor est.),3.7,"LendingTree, LLC.
3.7","Seattle, WA",WA,"Charlotte, NC",1001 to 5000 employees,1996,Lending,Finance,$500 million to $1 billion (USD)
2122,Security Data Analyst -CTJ,$55K-$101K (Glassdoor est.),4.3,"Microsoft Corporation
4.3","Redmond, WA",WA,"Redmond, WA",10000+ employees,1975,Computer Hardware & Software,Information Technology,$10+ billion (USD)
2123,Engines Configuration and Data Management Analyst,$55K-$101K (Glassdoor est.),4.4,"Protingent
4.4","Kent, WA",WA,"Bellevue, WA",51 to 200 employees,2001,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
2124,"Data Standards Analyst in Seattle, Washington | Careers at Fred Hutchinson Cancer Research Center",$55K-$101K (Glassdoor est.),3.9,"Fred Hutch
3.9","Seattle, WA",WA,"Seattle, WA",1001 to 5000 employees,1975,Social Assistance,Non-Profit,$100 to $500 million (USD)
2125,Data Analyst,$55K-$101K (Glassdoor est.),3.7,"eTeam Inc.
3.7","Kirkland, WA",WA,"South Plainfield, NJ",51 to 200 employees,1999,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
2126,Bilingual Senior Data Analyst (Japanese / English),$55K-$101K (Glassdoor est.),4,"Nintendo
4.0","Redmond, WA",WA,"Kyoto, Japan",5001 to 10000 employees,-1,Video Games,Media,$10+ billion (USD)
2127,Security Data Analyst,$55K-$101K (Glassdoor est.),-1,Amazon Corporate LLC,"Seattle, WA",WA,-1,-1,-1,-1,-1,-1
2128,Data Analyst/Developer,$55K-$101K (Glassdoor est.),3.7,"eTeam Inc.
3.7","Redmond, WA",WA,"South Plainfield, NJ",51 to 200 employees,1999,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
2129,Information Security Analyst - Data Loss Prevention,$55K-$101K (Glassdoor est.),4,"Costco Wholesale Corporation
4.0","Issaquah, WA",WA,"Issaquah, WA",10000+ employees,1976,General Merchandise & Superstores,Retail,$10+ billion (USD)
2130,Data Analyst/PM (German),$55K-$101K (Glassdoor est.),3.6,"Zen3 Infosolutions America Inc
3.6","Redmond, WA",WA,"Hyderabad, India",1001 to 5000 employees,2016,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
2131,Partner Training Data Analyst,$55K-$101K (Glassdoor est.),-1,Amazon Corporate LLC,"Seattle, WA",WA,-1,-1,-1,-1,-1,-1
2132,Senior Data Analyst and Applied Scientist,$55K-$101K (Glassdoor est.),4.3,"Microsoft Corporation
4.3","Redmond, WA",WA,"Redmond, WA",10000+ employees,1975,Computer Hardware & Software,Information Technology,$10+ billion (USD)
2133,Senior Data Analyst : 20,$55K-$101K (Glassdoor est.),4.6,"Akraya Inc.
4.6","Seattle, WA",WA,"Santa Clara, CA",51 to 200 employees,2001,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
2134,Security Data Analyst -CTJ with Security Clearance,$55K-$101K (Glassdoor est.),4.3,"Microsoft Corporation
4.3","Redmond, WA",WA,"Redmond, WA",10000+ employees,1975,Computer Hardware & Software,Information Technology,$10+ billion (USD)
2135,Data Analyst Junior,$55K-$101K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Seattle, WA",WA,"Woodridge, IL",51 to 200 employees,2008,IT Services,Information Technology,$50 to $100 million (USD)
2136,Sr. Data Analyst,$55K-$101K (Glassdoor est.),3.5,"Serverlogic
3.5","Seattle, WA",WA,"Tigard, OR",1 to 50 employees,1992,IT Services,Information Technology,$10 to $25 million (USD)
2137,Configuration/Data Management Analyst,$55K-$101K (Glassdoor est.),4.2,"NuWest Group
4.2","Kent, WA",WA,"Bellevue, WA",51 to 200 employees,1990,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
2138,Healthcare Business and Data Analyst,$55K-$101K (Glassdoor est.),-1,Jon French / TechTalent Services,"Seattle, WA",WA,-1,-1,-1,-1,-1,-1
2139,Big Data Quality Analyst/Hadoop Testing analyst/ Hadoop Tester,$55K-$101K (Glassdoor est.),4.6,"Resource Informatics Group
4.6","Seattle, WA",WA,"Irving, TX",1 to 50 employees,2012,IT Services,Information Technology,$5 to $10 million (USD)
2140,Product Marketing & Business/Data Analyst,$55K-$101K (Glassdoor est.),-1,Ostendo Solutions,"Seattle, WA",WA,-1,-1,-1,-1,-1,-1
